latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,total_rooms/population
36.59,18.0,2700.0,937.0,1042.0,744.0,3.1364,150000.0,NEAR OCEAN,2.5911708253358925
36.59,32.0,784.0,112.0,262.0,114.0,6.917999999999998,500001.0,NEAR OCEAN,2.9923664122137406
36.58,29.0,4910.0,871.0,3438.0,904.0,4.0432,450000.0,NEAR OCEAN,1.428155904595695
36.58,20.0,6332.0,991.0,2668.0,955.0,5.7578,347700.0,<1H OCEAN,2.373313343328336
36.57,13.0,3030.0,413.0,1027.0,363.0,6.9615,500001.0,<1H OCEAN,2.950340798442064
36.61,21.0,1616.0,400.0,688.0,384.0,4.2109,278800.0,<1H OCEAN,2.3488372093023258
36.6,31.0,1044.0,285.0,762.0,301.0,3.0380000000000003,195300.0,<1H OCEAN,1.3700787401574803
36.6,21.0,3634.0,1011.0,1985.0,917.0,2.9085,156300.0,<1H OCEAN,1.8307304785894207
36.6,33.0,1409.0,307.0,633.0,290.0,3.5568,191200.0,<1H OCEAN,2.225908372827804
36.6,21.0,2381.0,701.0,1264.0,659.0,2.5372,218000.0,<1H OCEAN,1.8837025316455696
36.59,42.0,891.0,203.0,525.0,212.0,3.3156,186300.0,<1H OCEAN,1.697142857142857
36.59,34.0,3852.0,733.0,1661.0,696.0,4.3269,221300.0,<1H OCEAN,2.3190848886213127
36.61,27.0,5665.0,1281.0,3612.0,1191.0,3.0542,142100.0,<1H OCEAN,1.5683831672203765
36.6,30.0,2748.0,502.0,1491.0,535.0,4.3472,185000.0,<1H OCEAN,1.8430583501006037
36.61,26.0,2902.0,761.0,2258.0,719.0,2.5663,128900.0,<1H OCEAN,1.2852081488042515
36.6,30.0,2958.0,691.0,1616.0,666.0,3.4643,191800.0,<1H OCEAN,1.8304455445544554
36.61,21.0,2876.0,802.0,2487.0,795.0,2.2007,112800.0,<1H OCEAN,1.1564133494169682
36.61,15.0,2190.0,586.0,1570.0,510.0,1.875,122300.0,<1H OCEAN,1.394904458598726
36.61,24.0,2437.0,438.0,1430.0,444.0,3.8015,169100.0,<1H OCEAN,1.7041958041958043
36.61,26.0,3723.0,789.0,2563.0,747.0,3.4531,133100.0,<1H OCEAN,1.4525946156847445
36.61,27.0,2248.0,466.0,1644.0,453.0,3.2545,131200.0,<1H OCEAN,1.367396593673966
36.62,33.0,2938.0,576.0,1516.0,568.0,3.5,162400.0,<1H OCEAN,1.937994722955145
36.62,33.0,1771.0,398.0,1037.0,388.0,2.7708,161800.0,<1H OCEAN,1.707810993249759
36.6,41.0,3138.0,717.0,1890.0,642.0,2.4864,140400.0,<1H OCEAN,1.6603174603174604
36.61,38.0,238.0,,191.0,67.0,1.3897,125000.0,<1H OCEAN,1.2460732984293195
36.63,37.0,338.0,109.0,231.0,100.0,2.5313,108300.0,<1H OCEAN,1.4632034632034632
36.62,26.0,32.0,8.0,27.0,10.0,2.225,150000.0,<1H OCEAN,1.1851851851851851
36.64,11.0,32627.0,6445.0,28566.0,6082.0,2.3087,118800.0,<1H OCEAN,1.1421620107820485
36.68,18.0,8581.0,1957.0,6071.0,1889.0,3.0,162200.0,<1H OCEAN,1.4134409487728545
36.68,22.0,6912.0,1513.0,3794.0,1455.0,3.0608,168300.0,<1H OCEAN,1.8218239325250396
36.72,14.0,2493.0,407.0,1296.0,418.0,5.4508,190000.0,<1H OCEAN,1.9236111111111112
36.69,12.0,3877.0,914.0,2274.0,858.0,3.4239,194800.0,<1H OCEAN,1.7049252418645557
36.71,18.0,6601.0,1395.0,3562.0,1299.0,3.512,174800.0,<1H OCEAN,1.8531723750701854
38.3,52.0,144.0,54.0,89.0,48.0,1.0096,162500.0,NEAR BAY,1.6179775280898876
38.3,52.0,935.0,224.0,315.0,207.0,1.8287,146900.0,NEAR BAY,2.9682539682539684
38.3,21.0,1108.0,269.0,524.0,274.0,2.7619,154600.0,NEAR BAY,2.114503816793893
38.3,52.0,1128.0,207.0,450.0,197.0,3.3542,154600.0,NEAR BAY,2.506666666666667
38.3,52.0,1219.0,288.0,847.0,283.0,1.6691,183300.0,NEAR BAY,1.4391971664698937
38.29,23.0,1398.0,388.0,1112.0,406.0,2.2366,140200.0,NEAR BAY,1.2571942446043165
38.29,52.0,3217.0,742.0,1670.0,671.0,2.4398,163100.0,NEAR BAY,1.9263473053892215
38.29,48.0,2278.0,477.0,1219.0,453.0,2.9643,154000.0,NEAR BAY,1.8687448728465956
38.29,40.0,1739.0,318.0,744.0,312.0,2.6518,156100.0,NEAR BAY,2.3373655913978495
38.28,38.0,2308.0,425.0,1272.0,406.0,3.6083,134200.0,NEAR BAY,1.8144654088050314
38.29,10.0,969.0,160.0,482.0,180.0,6.5799,218100.0,NEAR BAY,2.0103734439834025
38.29,36.0,1446.0,306.0,678.0,295.0,2.8409,153000.0,NEAR BAY,2.1327433628318584
38.3,23.0,526.0,152.0,245.0,130.0,2.0134,142500.0,NEAR BAY,2.146938775510204
38.29,19.0,531.0,112.0,139.0,80.0,1.9875,325000.0,NEAR BAY,3.820143884892086
38.29,20.0,3870.0,795.0,2088.0,774.0,3.3021,152700.0,NEAR BAY,1.853448275862069
38.28,24.0,2831.0,502.0,1462.0,503.0,4.5,158300.0,NEAR BAY,1.9363885088919288
38.28,37.0,1170.0,303.0,766.0,302.0,2.6618,136200.0,NEAR BAY,1.5274151436031331
38.31,33.0,4518.0,704.0,1776.0,669.0,5.2444,281100.0,NEAR BAY,2.543918918918919
38.32,31.0,1267.0,319.0,545.0,297.0,1.9946,206800.0,NEAR BAY,2.324770642201835
38.31,44.0,3030.0,589.0,1373.0,582.0,2.9054,155200.0,NEAR BAY,2.206846321922797
38.32,12.0,4609.0,1005.0,2293.0,960.0,3.4543,194500.0,NEAR BAY,2.0100305276929786
38.32,23.0,4312.0,993.0,2317.0,934.0,2.7667,153200.0,NEAR BAY,1.8610271903323263
38.32,20.0,2063.0,486.0,1045.0,460.0,2.5035,153200.0,NEAR BAY,1.9741626794258373
38.31,34.0,1797.0,395.0,1162.0,407.0,3.455,137500.0,NEAR BAY,1.5464716006884682
38.31,25.0,4927.0,1005.0,2756.0,998.0,2.7325,162900.0,NEAR BAY,1.7877358490566038
38.31,52.0,58.0,18.0,48.0,22.0,1.76,166700.0,NEAR BAY,1.2083333333333333
38.31,45.0,3075.0,754.0,1635.0,723.0,2.2721,139800.0,NEAR BAY,1.8807339449541285
38.3,44.0,3690.0,809.0,1922.0,736.0,2.6346,139800.0,NEAR BAY,1.9198751300728407
38.34,19.0,4187.0,684.0,1827.0,605.0,4.5293,210400.0,NEAR BAY,2.291735084838533
38.33,21.0,1922.0,344.0,1051.0,342.0,3.6042,183300.0,NEAR BAY,1.828734538534729
38.33,15.0,4741.0,956.0,2043.0,856.0,4.1862,183600.0,NEAR BAY,2.320606950562898
38.33,26.0,2155.0,339.0,956.0,365.0,4.0132,174700.0,NEAR BAY,2.25418410041841
38.32,33.0,2463.0,421.0,1235.0,465.0,3.7045,161500.0,NEAR BAY,1.9943319838056681
38.33,17.0,851.0,118.0,370.0,123.0,5.0877,209300.0,NEAR BAY,2.3
38.33,15.0,3193.0,468.0,1303.0,426.0,5.3017,202600.0,NEAR BAY,2.4504988488104376
38.32,19.0,2922.0,417.0,1221.0,442.0,5.8002,238700.0,NEAR BAY,2.3931203931203933
38.32,22.0,2483.0,528.0,1478.0,492.0,4.0878,164400.0,NEAR BAY,1.6799729364005414
38.32,35.0,3997.0,762.0,2074.0,703.0,3.285,138100.0,NEAR BAY,1.9271938283510126
38.32,26.0,2710.0,498.0,1439.0,484.0,5.0,175200.0,NEAR BAY,1.8832522585128562
38.31,14.0,6778.0,947.0,2768.0,1014.0,6.1953,258900.0,NEAR BAY,2.4486994219653178
38.3,25.0,3883.0,740.0,1641.0,676.0,3.9,187300.0,NEAR BAY,2.3662400975015236
38.31,32.0,2577.0,458.0,1172.0,447.0,3.8796,175500.0,NEAR BAY,2.198805460750853
38.3,45.0,3023.0,659.0,1789.0,657.0,3.6039,126000.0,NEAR BAY,1.689770821688094
38.29,21.0,1607.0,356.0,834.0,352.0,2.3787,177900.0,NEAR BAY,1.9268585131894485
38.29,14.0,3541.0,499.0,1577.0,459.0,5.3351,269900.0,NEAR BAY,2.2454026632847177
38.29,20.0,1789.0,434.0,1113.0,398.0,2.4728,139700.0,NEAR BAY,1.6073674752920035
38.29,25.0,1701.0,427.0,1021.0,399.0,3.0404,142100.0,NEAR BAY,1.6660137120470127
38.28,31.0,1633.0,316.0,944.0,300.0,3.3977,158700.0,NEAR BAY,1.7298728813559323
38.27,34.0,1748.0,284.0,783.0,303.0,4.3585,194400.0,NEAR BAY,2.232439335887612
38.27,4.0,1051.0,263.0,455.0,248.0,3.6389,130200.0,NEAR BAY,2.3098901098901097
38.25,18.0,3548.0,880.0,1476.0,699.0,3.7188,163400.0,NEAR BAY,2.4037940379403793
38.28,35.0,1273.0,210.0,555.0,181.0,4.4861,269300.0,NEAR BAY,2.293693693693694
38.25,33.0,213.0,36.0,91.0,33.0,4.9167,187500.0,NEAR BAY,2.340659340659341
38.22,42.0,106.0,18.0,40.0,25.0,7.5197,275000.0,NEAR BAY,2.65
38.19,13.0,7065.0,1259.0,3864.0,1221.0,4.7472,148600.0,NEAR BAY,1.828416149068323
38.17,34.0,778.0,137.0,406.0,136.0,4.2955,121300.0,NEAR BAY,1.916256157635468
38.17,45.0,350.0,,225.0,72.0,1.8942,216700.0,NEAR BAY,1.5555555555555556
38.16,17.0,4459.0,944.0,1812.0,888.0,2.9375,106700.0,NEAR BAY,2.4608167770419427
38.16,23.0,2840.0,491.0,1586.0,466.0,4.0337,130400.0,NEAR BAY,1.7906683480453973
38.37,33.0,1066.0,191.0,403.0,163.0,6.8,240800.0,<1H OCEAN,2.6451612903225805
38.33,29.0,1868.0,291.0,764.0,284.0,4.825,195100.0,NEAR BAY,2.445026178010471
38.3,18.0,3735.0,557.0,1504.0,521.0,5.6304,243100.0,NEAR BAY,2.483377659574468
38.21,33.0,2017.0,370.0,949.0,342.0,4.625,228600.0,NEAR BAY,2.125395152792413
38.34,33.0,1408.0,273.0,520.0,212.0,3.5781,242500.0,<1H OCEAN,2.707692307692308
38.38,28.0,1020.0,169.0,504.0,164.0,4.5694,287500.0,INLAND,2.0238095238095237
38.41,20.0,4867.0,1015.0,1725.0,1015.0,2.5685,267600.0,INLAND,2.821449275362319
38.35,20.0,3494.0,549.0,1673.0,541.0,5.5718,185200.0,INLAND,2.0884638374178124
38.41,18.0,1808.0,400.0,968.0,370.0,3.7067,175000.0,INLAND,1.8677685950413223
38.4,16.0,2716.0,546.0,898.0,500.0,2.2536,201200.0,INLAND,3.024498886414254
38.35,24.0,407.0,68.0,175.0,61.0,6.0266,216700.0,INLAND,2.3257142857142856
38.41,12.0,4270.0,654.0,1624.0,598.0,5.5266,331300.0,INLAND,2.6293103448275863
38.4,28.0,2024.0,340.0,844.0,309.0,4.7833,361100.0,INLAND,2.3981042654028437
38.39,36.0,831.0,122.0,272.0,109.0,6.3427,304800.0,INLAND,3.0551470588235294
38.34,44.0,1066.0,190.0,416.0,174.0,3.6389,304000.0,NEAR BAY,2.5625
38.36,25.0,1821.0,344.0,349.0,179.0,6.9931,398800.0,INLAND,5.217765042979942
38.33,34.0,2048.0,316.0,780.0,267.0,5.815,339200.0,NEAR BAY,2.6256410256410256
38.33,31.0,3440.0,574.0,1538.0,537.0,5.5368,325900.0,NEAR BAY,2.2366710013003903
38.31,38.0,1938.0,301.0,823.0,285.0,6.1089,280800.0,NEAR BAY,2.3547995139732687
38.53,35.0,1227.0,236.0,548.0,207.0,4.875,336700.0,INLAND,2.239051094890511
38.48,29.0,2278.0,397.0,765.0,322.0,4.6379,348200.0,INLAND,2.977777777777778
38.46,33.0,2542.0,466.0,1099.0,420.0,4.635,248500.0,INLAND,2.313011828935396
38.51,18.0,2487.0,516.0,980.0,503.0,3.5506,187500.0,INLAND,2.5377551020408164
38.51,25.0,928.0,195.0,413.0,184.0,3.4904,196900.0,INLAND,2.2469733656174333
38.51,49.0,1977.0,393.0,741.0,339.0,3.1312,247600.0,INLAND,2.668016194331984
38.5,37.0,3049.0,,1287.0,439.0,4.3125,276500.0,INLAND,2.369075369075369
38.5,23.0,2191.0,415.0,959.0,361.0,4.1993,214500.0,INLAND,2.2846715328467155
38.51,18.0,1297.0,337.0,610.0,312.0,1.9441,184400.0,INLAND,2.1262295081967215
38.53,24.0,1741.0,289.0,564.0,231.0,3.6118,248400.0,INLAND,3.0868794326241136
38.57,26.0,2101.0,390.0,2171.0,360.0,3.6429,159700.0,INLAND,0.9677567941040995
38.58,34.0,2517.0,483.0,1324.0,464.0,3.0938,189400.0,INLAND,1.901057401812689
38.6,20.0,1036.0,202.0,589.0,194.0,5.3698,303300.0,INLAND,1.7589134125636672
38.54,37.0,1898.0,359.0,973.0,340.0,4.2096,256600.0,INLAND,1.9506680369989722
38.53,32.0,1735.0,331.0,785.0,309.0,3.6641,275800.0,INLAND,2.210191082802548
38.68,18.0,742.0,142.0,343.0,119.0,3.1563,98400.0,INLAND,2.163265306122449
38.57,22.0,509.0,103.0,139.0,73.0,2.1979,152800.0,INLAND,3.661870503597122
38.53,22.0,678.0,137.0,336.0,103.0,4.4,142500.0,INLAND,2.017857142857143
38.49,15.0,1743.0,366.0,655.0,264.0,3.3393,146900.0,INLAND,2.6610687022900765
38.67,35.0,1705.0,321.0,708.0,253.0,3.4539,300000.0,INLAND,2.40819209039548
38.56,43.0,2088.0,379.0,721.0,293.0,4.65,245000.0,<1H OCEAN,2.895977808599168
38.58,18.0,2083.0,506.0,926.0,487.0,1.9925,225000.0,INLAND,2.249460043196544
38.59,33.0,1239.0,262.0,539.0,246.0,3.5208,195800.0,INLAND,2.2987012987012987
38.58,32.0,2723.0,637.0,1549.0,556.0,2.3942,183100.0,INLAND,1.7579083279535184
38.58,18.0,3753.0,752.0,1454.0,668.0,3.7585,185700.0,<1H OCEAN,2.5811554332874826
39.15,15.0,6828.0,1319.0,3002.0,1318.0,2.4726,143400.0,INLAND,2.274483677548301
39.09,17.0,1878.0,345.0,892.0,299.0,2.8864,143100.0,INLAND,2.1053811659192827
39.08,13.0,1110.0,216.0,602.0,209.0,2.5887,144400.0,INLAND,1.8438538205980066
39.09,16.0,1000.0,197.0,508.0,190.0,2.3062,138800.0,INLAND,1.968503937007874
39.03,17.0,838.0,161.0,388.0,142.0,3.6563,163500.0,INLAND,2.1597938144329896
39.13,10.0,3063.0,497.0,1168.0,507.0,4.4375,185100.0,INLAND,2.622431506849315
39.14,10.0,3138.0,524.0,1275.0,511.0,4.0775,164500.0,INLAND,2.461176470588235
39.13,8.0,4839.0,832.0,1977.0,762.0,4.0848,155900.0,INLAND,2.4476479514415783
39.11,7.0,2767.0,423.0,1143.0,382.0,3.6333,170200.0,INLAND,2.4208223972003498
39.08,8.0,2870.0,526.0,1307.0,451.0,3.463,201700.0,INLAND,2.1958684009181333
39.09,7.0,439.0,84.0,246.0,80.0,3.0781,162500.0,INLAND,1.7845528455284554
39.02,13.0,1839.0,275.0,752.0,270.0,4.2031,209600.0,INLAND,2.445478723404255
39.05,10.0,1813.0,311.0,827.0,287.0,3.6087,182100.0,INLAND,2.192261185006046
39.04,9.0,2374.0,372.0,884.0,333.0,4.5042,206400.0,INLAND,2.68552036199095
39.05,12.0,1875.0,307.0,806.0,283.0,3.9185,195200.0,INLAND,2.326302729528536
39.04,14.0,1651.0,279.0,633.0,261.0,4.2802,194800.0,INLAND,2.608214849921011
39.04,15.0,1999.0,287.0,585.0,246.0,5.5161,361900.0,INLAND,3.417094017094017
39.03,11.0,1887.0,303.0,775.0,283.0,3.8417,187200.0,INLAND,2.4348387096774196
39.11,14.0,1405.0,269.0,660.0,228.0,3.0804,156800.0,INLAND,2.128787878787879
39.05,14.0,1131.0,193.0,520.0,178.0,3.9,180400.0,INLAND,2.175
39.1,13.0,1085.0,227.0,629.0,214.0,5.0389,171500.0,INLAND,1.724960254372019
39.2,9.0,1431.0,254.0,681.0,221.0,3.045,170400.0,INLAND,2.101321585903084
39.15,10.0,680.0,143.0,354.0,140.0,4.0333,161500.0,INLAND,1.92090395480226
39.18,19.0,2323.0,397.0,963.0,379.0,3.7426,162700.0,INLAND,2.4122533748701973
39.26,14.0,811.0,161.0,352.0,121.0,3.5938,140300.0,INLAND,2.303977272727273
39.25,9.0,3415.0,562.0,1208.0,479.0,4.3646,185900.0,INLAND,2.8269867549668874
39.25,5.0,906.0,144.0,376.0,141.0,4.3523,188200.0,INLAND,2.4095744680851063
39.23,8.0,2112.0,360.0,782.0,344.0,3.7125,175000.0,INLAND,2.70076726342711
39.24,7.0,4194.0,673.0,1355.0,566.0,4.3702,226100.0,INLAND,3.09520295202952
39.23,9.0,2802.0,447.0,955.0,418.0,5.2359,213300.0,INLAND,2.9340314136125656
39.19,16.0,1528.0,351.0,729.0,319.0,2.4688,138800.0,INLAND,2.0960219478738
39.18,14.0,1006.0,187.0,462.0,185.0,3.1042,152000.0,INLAND,2.1774891774891776
39.17,9.0,999.0,189.0,411.0,176.0,2.125,151800.0,INLAND,2.4306569343065694
39.2,16.0,1039.0,182.0,554.0,184.0,2.9688,128300.0,INLAND,1.8754512635379061
39.23,13.0,3883.0,763.0,1816.0,682.0,2.8102,144400.0,INLAND,2.138215859030837
39.22,14.0,983.0,163.0,399.0,161.0,2.2917,145100.0,INLAND,2.463659147869674
39.27,11.0,1265.0,224.0,573.0,205.0,3.3603,162500.0,INLAND,2.2076788830715532
39.23,39.0,2099.0,433.0,929.0,423.0,1.9886,113800.0,INLAND,2.2594187298170074
39.24,48.0,1188.0,227.0,471.0,219.0,2.3125,125700.0,INLAND,2.522292993630573
39.23,20.0,1634.0,374.0,1053.0,390.0,1.5313,154900.0,INLAND,1.5517568850902184
39.23,10.0,2229.0,537.0,982.0,512.0,2.186,132700.0,INLAND,2.269857433808554
39.22,52.0,1749.0,422.0,837.0,391.0,2.325,109700.0,INLAND,2.089605734767025
39.23,35.0,2637.0,511.0,1181.0,480.0,2.7813,109200.0,INLAND,2.232853513971211
39.22,52.0,2432.0,495.0,928.0,435.0,2.425,121100.0,INLAND,2.6206896551724137
39.22,30.0,2188.0,,1033.0,437.0,2.1419,105200.0,INLAND,2.1181026137463697
39.21,17.0,3033.0,590.0,1319.0,583.0,2.4811,111800.0,INLAND,2.299469294920394
39.22,25.0,2200.0,439.0,1045.0,419.0,2.6042,116700.0,INLAND,2.1052631578947367
39.2,45.0,204.0,62.0,133.0,51.0,1.0,90600.0,INLAND,1.5338345864661653
39.23,16.0,1427.0,319.0,642.0,333.0,1.4241,125000.0,INLAND,2.222741433021807
39.22,14.0,1889.0,471.0,853.0,399.0,2.25,112500.0,INLAND,2.2145369284876906
39.21,28.0,2843.0,535.0,1310.0,525.0,3.2337,123100.0,INLAND,2.170229007633588
39.2,48.0,1759.0,389.0,716.0,350.0,2.3125,108300.0,INLAND,2.456703910614525
39.21,52.0,1452.0,309.0,637.0,299.0,2.2083,103900.0,INLAND,2.279434850863422
39.21,43.0,1264.0,273.0,611.0,260.0,2.535,117100.0,INLAND,2.0687397708674307
39.22,12.0,1321.0,268.0,661.0,232.0,4.0062,153800.0,INLAND,1.9984871406959153
39.27,14.0,3338.0,608.0,1373.0,562.0,3.67,160100.0,INLAND,2.4311726147123087
39.23,15.0,2809.0,450.0,1267.0,408.0,4.0426,191700.0,INLAND,2.2170481452249406
39.22,16.0,1497.0,275.0,737.0,243.0,2.8942,182500.0,INLAND,2.0312075983717777
39.2,15.0,2993.0,562.0,1296.0,518.0,3.3009,156800.0,INLAND,2.309413580246914
39.17,13.0,2331.0,464.0,1110.0,419.0,3.6563,164900.0,INLAND,2.1
39.13,14.0,770.0,116.0,285.0,116.0,3.6434,155400.0,INLAND,2.7017543859649122
39.18,23.0,2550.0,457.0,1016.0,405.0,3.6607,153000.0,INLAND,2.5098425196850394
39.16,10.0,1170.0,225.0,537.0,194.0,3.2813,163200.0,INLAND,2.17877094972067
39.19,17.0,856.0,167.0,518.0,170.0,3.5859,144300.0,INLAND,1.6525096525096525
39.17,17.0,2277.0,459.0,1149.0,476.0,3.2303,149500.0,INLAND,1.9817232375979112
39.27,52.0,3720.0,707.0,1424.0,609.0,3.2,155000.0,INLAND,2.6123595505617976
39.26,49.0,3739.0,759.0,1422.0,606.0,2.4283,143100.0,INLAND,2.629395218002813
39.26,14.0,810.0,151.0,302.0,138.0,3.1094,136100.0,INLAND,2.6821192052980134
39.25,52.0,1549.0,275.0,604.0,249.0,2.2278,155400.0,INLAND,2.564569536423841
39.29,14.0,1864.0,331.0,894.0,332.0,3.4028,171800.0,INLAND,2.0850111856823266
39.32,14.0,3120.0,595.0,1569.0,556.0,3.5385,157400.0,INLAND,1.988527724665392
39.25,17.0,3127.0,539.0,1390.0,520.0,3.9537,172800.0,INLAND,2.2496402877697843
39.3,17.0,2282.0,431.0,974.0,371.0,3.5417,155100.0,INLAND,2.3429158110882957
39.26,16.0,2616.0,422.0,1090.0,425.0,3.7917,179200.0,INLAND,2.4
39.39,16.0,352.0,105.0,226.0,82.0,1.6094,79500.0,INLAND,1.5575221238938053
39.37,15.0,1337.0,326.0,1172.0,306.0,2.6341,85000.0,INLAND,1.1407849829351535
39.31,17.0,3442.0,705.0,1693.0,619.0,2.8102,128900.0,INLAND,2.0330773774365034
39.39,18.0,453.0,117.0,152.0,77.0,1.3523,85700.0,INLAND,2.9802631578947367
39.4,17.0,1076.0,283.0,171.0,64.0,2.125,83900.0,INLAND,6.292397660818714
39.33,18.0,1046.0,204.0,486.0,179.0,4.119,110900.0,INLAND,2.152263374485597
39.33,26.0,1988.0,379.0,905.0,321.0,3.7841,109500.0,INLAND,2.196685082872928
39.32,16.0,1536.0,298.0,646.0,208.0,2.3594,155700.0,INLAND,2.3777089783281733
39.32,14.0,2421.0,489.0,1000.0,354.0,3.5652,119800.0,INLAND,2.421
39.33,10.0,614.0,141.0,195.0,95.0,0.9283,116300.0,INLAND,3.1487179487179486
39.37,10.0,2325.0,410.0,1016.0,373.0,4.5208,117300.0,INLAND,2.2883858267716537
39.33,9.0,2738.0,510.0,1193.0,412.0,4.3958,124800.0,INLAND,2.295054484492875
39.36,9.0,2254.0,400.0,694.0,243.0,5.6856,138100.0,INLAND,3.2478386167146973
39.32,24.0,6012.0,1227.0,780.0,358.0,3.0043,122100.0,INLAND,7.707692307692308
39.34,29.0,1986.0,474.0,337.0,100.0,4.0278,95800.0,INLAND,5.893175074183977
39.35,11.0,2520.0,401.0,397.0,165.0,4.665,145600.0,INLAND,6.347607052896725
39.34,9.0,2739.0,555.0,294.0,110.0,3.1842,162500.0,INLAND,9.316326530612244
39.35,8.0,4195.0,725.0,291.0,115.0,3.4792,180800.0,INLAND,14.415807560137457
39.36,7.0,2045.0,358.0,245.0,92.0,4.0481,152300.0,INLAND,8.346938775510203
39.35,8.0,1872.0,281.0,203.0,71.0,4.5882,198400.0,INLAND,9.22167487684729
39.35,7.0,914.0,159.0,85.0,34.0,4.7917,187500.0,INLAND,10.75294117647059
39.35,7.0,2611.0,395.0,482.0,159.0,5.0622,174100.0,INLAND,5.41701244813278
33.94,28.0,2851.0,496.0,1287.0,496.0,5.0782,264100.0,<1H OCEAN,2.2152292152292152
33.94,34.0,2228.0,399.0,1159.0,378.0,4.8906,228900.0,<1H OCEAN,1.922346850733391
33.94,36.0,1870.0,338.0,947.0,324.0,4.1205,217000.0,<1H OCEAN,1.9746568109820486
33.94,34.0,1632.0,263.0,690.0,268.0,5.5608,255800.0,<1H OCEAN,2.365217391304348
33.94,35.0,1928.0,360.0,1056.0,366.0,4.0893,215700.0,<1H OCEAN,1.8257575757575757
33.93,31.0,1975.0,373.0,918.0,347.0,4.4107,202000.0,<1H OCEAN,2.1514161220043575
33.93,33.0,1700.0,369.0,981.0,362.0,4.5461,194000.0,<1H OCEAN,1.7329255861365953
33.93,31.0,1471.0,321.0,841.0,330.0,3.46,232800.0,<1H OCEAN,1.7491082045184305
33.93,29.0,2316.0,522.0,1275.0,501.0,3.776,192600.0,<1H OCEAN,1.816470588235294
33.94,31.0,2397.0,518.0,1407.0,476.0,2.6641,185200.0,<1H OCEAN,1.7036247334754797
33.93,33.0,1770.0,370.0,1346.0,366.0,4.0833,162500.0,<1H OCEAN,1.3150074294205052
33.93,34.0,1475.0,319.0,698.0,293.0,3.8194,186000.0,<1H OCEAN,2.1131805157593124
33.93,14.0,999.0,232.0,1037.0,244.0,2.7125,166100.0,<1H OCEAN,0.9633558341369335
33.93,25.0,3445.0,801.0,2400.0,750.0,3.4702,161900.0,<1H OCEAN,1.4354166666666666
33.93,37.0,2633.0,630.0,1904.0,630.0,2.6123,161300.0,<1H OCEAN,1.3828781512605042
33.93,15.0,2014.0,419.0,839.0,390.0,4.7446,175400.0,<1H OCEAN,2.400476758045292
33.92,32.0,2620.0,398.0,1296.0,429.0,5.7796,241300.0,<1H OCEAN,2.021604938271605
33.93,35.0,1887.0,328.0,989.0,351.0,4.1321,198100.0,<1H OCEAN,1.9079878665318504
33.92,24.0,2017.0,416.0,900.0,436.0,3.0,251400.0,<1H OCEAN,2.241111111111111
33.92,18.0,3744.0,1027.0,1654.0,912.0,3.2158,215000.0,<1H OCEAN,2.26360338573156
33.92,18.0,2825.0,660.0,1590.0,643.0,3.6106,153600.0,<1H OCEAN,1.7767295597484276
33.92,28.0,639.0,179.0,1062.0,169.0,3.0588,145200.0,<1H OCEAN,0.6016949152542372
33.92,32.0,1661.0,312.0,1201.0,302.0,4.0,178200.0,<1H OCEAN,1.383014154870941
33.92,11.0,3127.0,706.0,1594.0,694.0,4.3426,141300.0,<1H OCEAN,1.9617314930991216
33.92,32.0,1053.0,207.0,1038.0,222.0,4.6696,165500.0,<1H OCEAN,1.0144508670520231
33.92,13.0,2312.0,592.0,2038.0,559.0,3.1378,137000.0,<1H OCEAN,1.1344455348380766
33.94,25.0,3250.0,546.0,1452.0,501.0,5.1084,303800.0,<1H OCEAN,2.2382920110192837
33.94,30.0,1596.0,307.0,845.0,309.0,4.5096,241100.0,<1H OCEAN,1.8887573964497042
33.94,31.0,2237.0,431.0,1135.0,434.0,4.45,267900.0,<1H OCEAN,1.9709251101321585
33.94,26.0,1962.0,540.0,1236.0,520.0,2.2156,145000.0,<1H OCEAN,1.587378640776699
33.94,30.0,2658.0,382.0,1135.0,392.0,6.0516,245000.0,<1H OCEAN,2.341850220264317
33.94,28.0,3664.0,719.0,1820.0,657.0,4.225,224700.0,<1H OCEAN,2.013186813186813
33.93,25.0,2431.0,534.0,1702.0,523.0,3.7933,184400.0,<1H OCEAN,1.428319623971798
33.94,27.0,4566.0,620.0,2045.0,664.0,5.582999999999998,267700.0,<1H OCEAN,2.232762836185819
33.94,30.0,2506.0,394.0,1255.0,421.0,4.7813,198200.0,<1H OCEAN,1.996812749003984
33.92,34.0,2271.0,437.0,1393.0,433.0,4.2443,174400.0,<1H OCEAN,1.630294328786791
33.93,37.0,1128.0,273.0,931.0,234.0,2.8,137500.0,<1H OCEAN,1.2116004296455425
33.93,33.0,1626.0,378.0,1062.0,356.0,2.1944,139600.0,<1H OCEAN,1.5310734463276836
33.93,12.0,4415.0,890.0,1532.0,854.0,3.75,166300.0,<1H OCEAN,2.881853785900783
33.93,21.0,2578.0,363.0,1207.0,350.0,6.2452,291700.0,<1H OCEAN,2.135874067937034
33.94,15.0,5799.0,842.0,2314.0,787.0,6.3433,350500.0,<1H OCEAN,2.5060501296456352
33.94,20.0,3349.0,685.0,1822.0,675.0,4.7216,227000.0,<1H OCEAN,1.8380900109769485
33.93,17.0,6100.0,861.0,2771.0,866.0,7.6486,306700.0,<1H OCEAN,2.201371346084446
